doc_id,bow
20,"[(12, 1), (19, 1), (44, 2), (47, 1), (53, 1), (69, 2), (72, 3), (86, 1), (94, 2), (138, 1), (148, 2), (156, 1), (160, 1), (163, 1), (177, 1), (239, 4), (280, 1), (292, 1), (295, 1), (302, 1), (347, 2), (372, 1), (393, 1), (394, 1), (422, 4), (433, 1), (440, 1), (444, 1), (447, 1), (461, 2), (472, 1), (487, 1), (540, 1), (642, 1), (647, 1), (659, 1), (693, 1), (720, 1), (737, 1), (794, 1), (822, 1), (860, 1), (863, 1), (889, 1), (908, 1), (1062, 1), (1128, 1), (1163, 1), (1164, 1), (1165, 1), (1166, 1), (1167, 1), (1168, 1), (1169, 1), (1170, 1), (1171, 1), (1172, 1), (1173, 1), (1174, 1), (1175, 1), (1176, 1), (1177, 1), (1178, 1), (1179, 1), (1180, 1), (1181, 1), (1182, 1), (1183, 1), (1184, 1), (1185, 1), (1186, 1), (1187, 1), (1188, 1), (1189, 1), (1190, 1), (1191, 2), (1192, 1), (1193, 1), (1194, 1), (1195, 1), (1196, 1), (1197, 1), (1198, 1), (1199, 1), (1200, 1), (1201, 1), (1202, 1), (1203, 1), (1204, 1), (1205, 1), (1206, 1), (1207, 1), (1208, 1), (1209, 1), (1210, 1), (1211, 1), (1212, 1), (1213, 1), (1214, 1)]"
21,"[(2, 1), (21, 3), (29, 1), (44, 2), (45, 2), (72, 1), (80, 1), (84, 1), (94, 2), (202, 1), (204, 1), (210, 1), (246, 1), (251, 1), (282, 1), (283, 1), (298, 1), (408, 2), (435, 1), (582, 1), (608, 1), (753, 1), (770, 1), (833, 1), (889, 1), (1044, 1), (1045, 1), (1151, 1), (1215, 1), (1216, 1), (1217, 1), (1218, 1), (1219, 2), (1220, 1), (1221, 1), (1222, 1), (1223, 2), (1224, 1), (1225, 1), (1226, 1), (1227, 3), (1228, 1), (1229, 5), (1230, 1), (1231, 1), (1232, 1), (1233, 3), (1234, 1), (1235, 1), (1236, 2), (1237, 1), (1238, 1), (1239, 1), (1240, 1), (1241, 1), (1242, 1), (1243, 1), (1244, 1), (1245, 1), (1246, 1), (1247, 1), (1248, 1), (1249, 1), (1250, 1)]"
22,"[(31, 1), (44, 1), (45, 2), (53, 4), (63, 1), (64, 1), (84, 1), (94, 2), (120, 1), (148, 1), (178, 2), (198, 2), (199, 1), (225, 1), (251, 1), (292, 1), (295, 1), (297, 1), (374, 1), (407, 2), (448, 1), (511, 1), (512, 2), (626, 1), (660, 1), (704, 1), (720, 1), (730, 1), (858, 3), (909, 1), (984, 2), (1002, 1), (1025, 1), (1056, 1), (1066, 1), (1251, 1), (1252, 1), (1253, 2), (1254, 1), (1255, 1), (1256, 1), (1257, 1), (1258, 1), (1259, 1), (1260, 1), (1261, 1), (1262, 1), (1263, 1), (1264, 1), (1265, 1), (1266, 1), (1267, 1), (1268, 1), (1269, 1), (1270, 1), (1271, 1), (1272, 1), (1273, 2), (1274, 1), (1275, 2), (1276, 1), (1277, 1), (1278, 1), (1279, 1), (1280, 1), (1281, 1), (1282, 1), (1283, 1), (1284, 1), (1285, 1), (1286, 1), (1287, 1), (1288, 1), (1289, 2)]"
23,"[(6, 1), (29, 1), (60, 1), (85, 3), (90, 1), (96, 1), (107, 1), (121, 1), (140, 1), (142, 1), (143, 1), (177, 4), (178, 1), (200, 1), (204, 1), (230, 1), (244, 1), (247, 2), (252, 2), (280, 4), (289, 1), (333, 1), (348, 1), (372, 1), (389, 1), (452, 1), (516, 1), (535, 1), (591, 1), (593, 1), (621, 1), (647, 1), (669, 1), (721, 1), (749, 1), (783, 2), (793, 1), (810, 1), (928, 1), (987, 2), (1011, 1), (1166, 1), (1195, 1), (1290, 1), (1291, 1), (1292, 1), (1293, 1), (1294, 1), (1295, 1), (1296, 1), (1297, 2), (1298, 1), (1299, 1), (1300, 1), (1301, 1), (1302, 1), (1303, 1), (1304, 4), (1305, 1), (1306, 1), (1307, 1), (1308, 1), (1309, 1), (1310, 4), (1311, 4), (1312, 2), (1313, 1), (1314, 1), (1315, 1), (1316, 1), (1317, 2), (1318, 2), (1319, 1), (1320, 1), (1321, 1), (1322, 1), (1323, 1), (1324, 1), (1325, 1), (1326, 1)]"
24,"[(17, 1), (38, 1), (69, 1), (72, 4), (82, 1), (100, 1), (121, 1), (126, 1), (149, 1), (176, 1), (177, 1), (191, 1), (212, 1), (225, 2), (248, 1), (291, 1), (353, 1), (427, 1), (475, 1), (477, 2), (478, 1), (497, 1), (503, 1), (506, 2), (511, 1), (512, 1), (520, 1), (522, 2), (536, 1), (617, 1), (643, 2), (647, 1), (659, 1), (810, 1), (858, 1), (930, 1), (1112, 1), (1161, 1), (1163, 1), (1176, 1), (1252, 1), (1263, 1), (1270, 1), (1327, 1), (1328, 1), (1329, 3), (1330, 3), (1331, 1), (1332, 1), (1333, 1), (1334, 1), (1335, 1), (1336, 1), (1337, 1), (1338, 1), (1339, 1), (1340, 4), (1341, 1), (1342, 1), (1343, 1), (1344, 1), (1345, 1), (1346, 1), (1347, 1), (1348, 1), (1349, 1), (1350, 1), (1351, 1), (1352, 1), (1353, 1), (1354, 1), (1355, 1), (1356, 1), (1357, 1), (1358, 1), (1359, 1), (1360, 2), (1361, 2), (1362, 1), (1363, 1), (1364, 1), (1365, 1), (1366, 1), (1367, 1), (1368, 1), (1369, 1), (1370, 1), (1371, 3), (1372, 1), (1373, 1), (1374, 1), (1375, 1), (1376, 1), (1377, 1), (1378, 1), (1379, 1), (1380, 1), (1381, 1), (1382, 4), (1383, 1), (1384, 1), (1385, 1), (1386, 1), (1387, 1)]"
25,"[(26, 1), (31, 1), (36, 1), (72, 1), (126, 1), (148, 2), (151, 1), (177, 1), (197, 1), (406, 1), (448, 1), (467, 1), (490, 2), (562, 1), (593, 1), (659, 1), (720, 1), (794, 2), (857, 1), (862, 1), (895, 2), (1002, 1), (1100, 1), (1110, 1), (1122, 1), (1155, 1), (1205, 1), (1321, 1), (1336, 1), (1388, 1), (1389, 1), (1390, 1), (1391, 3), (1392, 1), (1393, 1), (1394, 1), (1395, 2), (1396, 1), (1397, 1), (1398, 1), (1399, 2), (1400, 1), (1401, 1), (1402, 2), (1403, 1), (1404, 1), (1405, 1), (1406, 1), (1407, 1), (1408, 2), (1409, 1), (1410, 1), (1411, 1), (1412, 1), (1413, 1), (1414, 1), (1415, 1)]"
26,"[(12, 1), (47, 4), (67, 2), (77, 1), (79, 2), (94, 2), (112, 1), (123, 1), (139, 2), (177, 1), (215, 1), (263, 3), (295, 1), (316, 2), (368, 1), (369, 1), (390, 1), (431, 1), (439, 2), (448, 1), (478, 1), (494, 1), (497, 2), (520, 1), (630, 1), (642, 1), (651, 1), (679, 1), (753, 1), (756, 2), (762, 1), (790, 1), (857, 1), (874, 1), (1044, 2), (1140, 1), (1239, 4), (1416, 1), (1417, 1), (1418, 1), (1419, 6), (1420, 1), (1421, 1), (1422, 1), (1423, 1), (1424, 1), (1425, 1), (1426, 3), (1427, 1), (1428, 3), (1429, 1), (1430, 1), (1431, 1), (1432, 1), (1433, 1), (1434, 1), (1435, 1), (1436, 1), (1437, 3), (1438, 1), (1439, 1), (1440, 5), (1441, 1), (1442, 3), (1443, 1), (1444, 1), (1445, 1), (1446, 1), (1447, 1), (1448, 1), (1449, 1), (1450, 1), (1451, 1), (1452, 1), (1453, 1), (1454, 8)]"
27,"[(61, 1), (70, 1), (77, 1), (79, 2), (86, 1), (89, 1), (90, 1), (91, 2), (99, 1), (105, 2), (112, 1), (115, 1), (118, 1), (119, 1), (120, 1), (121, 1), (125, 1), (127, 1), (137, 1), (176, 1), (282, 1), (358, 2), (374, 1), (419, 1), (426, 2), (427, 1), (435, 1), (453, 1), (462, 1), (465, 1), (471, 2), (481, 1), (490, 2), (517, 2), (521, 2), (593, 1), (656, 1), (660, 1), (668, 1), (671, 2), (672, 1), (678, 2), (679, 1), (687, 1), (770, 1), (814, 1), (877, 1), (969, 1), (1045, 3), (1138, 1), (1159, 1), (1228, 2), (1229, 1), (1287, 1), (1327, 1), (1378, 2), (1455, 1), (1456, 1), (1457, 1), (1458, 1), (1459, 1), (1460, 1), (1461, 1), (1462, 1), (1463, 1), (1464, 1), (1465, 1), (1466, 1), (1467, 1), (1468, 1), (1469, 1), (1470, 1), (1471, 1), (1472, 1), (1473, 1), (1474, 1), (1475, 1), (1476, 1), (1477, 2), (1478, 1), (1479, 1), (1480, 1), (1481, 1), (1482, 1), (1483, 1)]"
28,"[(12, 1), (32, 1), (44, 1), (47, 1), (60, 5), (61, 2), (63, 1), (72, 2), (94, 2), (104, 1), (107, 3), (138, 1), (140, 1), (155, 1), (164, 1), (165, 1), (170, 2), (186, 2), (204, 1), (270, 1), (297, 1), (298, 1), (372, 1), (382, 1), (430, 1), (442, 1), (444, 1), (448, 1), (451, 1), (512, 1), (543, 1), (567, 1), (584, 1), (783, 2), (793, 3), (794, 1), (864, 1), (865, 1), (869, 1), (899, 1), (938, 1), (984, 1), (999, 2), (1148, 1), (1155, 1), (1236, 1), (1263, 2), (1274, 1), (1297, 1), (1380, 1), (1413, 1), (1484, 1), (1485, 2), (1486, 1), (1487, 1), (1488, 1), (1489, 1), (1490, 1), (1491, 1), (1492, 1), (1493, 1), (1494, 1), (1495, 1), (1496, 1), (1497, 1), (1498, 1), (1499, 1), (1500, 1), (1501, 1), (1502, 1), (1503, 1), (1504, 1), (1505, 1), (1506, 1), (1507, 1), (1508, 1), (1509, 1), (1510, 1), (1511, 1), (1512, 1), (1513, 2), (1514, 1), (1515, 1)]"
29,"[(13, 1), (24, 1), (32, 1), (45, 1), (72, 1), (75, 1), (104, 1), (116, 1), (121, 2), (126, 1), (133, 1), (138, 1), (166, 1), (177, 1), (239, 1), (292, 1), (393, 1), (422, 3), (444, 1), (535, 1), (669, 1), (686, 1), (720, 2), (798, 1), (863, 1), (878, 1), (902, 2), (1047, 1), (1172, 2), (1204, 2), (1249, 1), (1263, 1), (1327, 1), (1345, 1), (1516, 1), (1517, 1), (1518, 1), (1519, 1), (1520, 1), (1521, 1), (1522, 1), (1523, 1), (1524, 1), (1525, 1), (1526, 2), (1527, 1), (1528, 1), (1529, 1), (1530, 1), (1531, 1), (1532, 2), (1533, 1), (1534, 1)]"
30,"[(8, 2), (36, 1), (47, 1), (61, 3), (85, 3), (89, 2), (140, 1), (148, 1), (177, 1), (199, 1), (200, 2), (204, 1), (216, 2), (225, 1), (407, 1), (439, 2), (448, 1), (481, 1), (494, 1), (622, 1), (710, 1), (712, 3), (783, 3), (857, 1), (864, 2), (865, 1), (889, 1), (946, 1), (1029, 1), (1195, 3), (1260, 1), (1318, 1), (1371, 1), (1455, 1), (1495, 1), (1516, 1), (1535, 1), (1536, 2), (1537, 1), (1538, 3), (1539, 1), (1540, 1), (1541, 1), (1542, 1), (1543, 1), (1544, 1), (1545, 1), (1546, 3), (1547, 3), (1548, 2), (1549, 1), (1550, 1), (1551, 2), (1552, 2), (1553, 1), (1554, 2), (1555, 1), (1556, 2), (1557, 1), (1558, 3), (1559, 1)]"
31,"[(45, 2), (53, 1), (60, 1), (77, 1), (81, 2), (89, 1), (90, 1), (100, 2), (106, 1), (140, 7), (177, 4), (200, 1), (205, 1), (264, 1), (292, 5), (346, 2), (368, 2), (374, 3), (429, 1), (438, 1), (442, 1), (535, 1), (572, 1), (661, 1), (668, 1), (712, 1), (768, 1), (769, 3), (779, 4), (810, 1), (855, 1), (858, 6), (876, 1), (889, 1), (1075, 1), (1188, 1), (1218, 1), (1225, 1), (1318, 3), (1379, 2), (1452, 1), (1494, 1), (1560, 1), (1561, 1), (1562, 1), (1563, 1), (1564, 4), (1565, 3), (1566, 1), (1567, 1), (1568, 1), (1569, 2), (1570, 1), (1571, 1), (1572, 1), (1573, 1), (1574, 4), (1575, 1), (1576, 2), (1577, 3), (1578, 1), (1579, 1), (1580, 1), (1581, 1), (1582, 1), (1583, 1), (1584, 1), (1585, 1), (1586, 1), (1587, 1), (1588, 7), (1589, 1)]"
32,"[(34, 1), (37, 1), (72, 1), (79, 1), (82, 1), (94, 5), (106, 1), (156, 1), (160, 1), (184, 1), (200, 1), (212, 2), (239, 3), (263, 1), (346, 1), (374, 1), (407, 1), (416, 1), (468, 2), (503, 1), (518, 1), (643, 1), (653, 1), (712, 3), (905, 1), (1120, 1), (1204, 1), (1216, 1), (1217, 1), (1243, 1), (1415, 1), (1447, 1), (1550, 1), (1590, 1), (1591, 1), (1592, 1), (1593, 1), (1594, 1), (1595, 1), (1596, 1), (1597, 1), (1598, 1), (1599, 2), (1600, 4), (1601, 1), (1602, 1), (1603, 1), (1604, 1), (1605, 1), (1606, 1), (1607, 1), (1608, 1), (1609, 1), (1610, 1), (1611, 1), (1612, 2), (1613, 1), (1614, 1), (1615, 1), (1616, 1), (1617, 1), (1618, 2), (1619, 1), (1620, 1), (1621, 1), (1622, 1), (1623, 3), (1624, 1), (1625, 1), (1626, 1), (1627, 1), (1628, 1), (1629, 1), (1630, 1), (1631, 1), (1632, 2), (1633, 1), (1634, 1), (1635, 1), (1636, 2), (1637, 1)]"
33,"[(2, 1), (31, 1), (61, 4), (80, 1), (104, 2), (112, 1), (178, 1), (295, 1), (333, 1), (378, 1), (479, 1), (500, 1), (535, 1), (669, 1), (874, 1), (888, 2), (985, 1), (1170, 2), (1263, 2), (1345, 1), (1469, 1), (1535, 1), (1638, 1), (1639, 1), (1640, 1), (1641, 1), (1642, 1), (1643, 2), (1644, 1), (1645, 1), (1646, 2), (1647, 1), (1648, 1), (1649, 1), (1650, 1), (1651, 1), (1652, 1), (1653, 1), (1654, 1), (1655, 1), (1656, 2)]"
34,"[(8, 1), (17, 2), (28, 1), (42, 1), (47, 2), (64, 3), (65, 2), (70, 1), (72, 2), (79, 1), (90, 1), (112, 1), (144, 1), (156, 1), (176, 1), (225, 1), (263, 4), (289, 2), (292, 1), (301, 2), (440, 1), (512, 1), (514, 1), (652, 4), (704, 2), (739, 1), (746, 1), (785, 3), (810, 2), (849, 2), (884, 1), (902, 2), (936, 1), (1002, 2), (1075, 3), (1099, 3), (1148, 2), (1167, 1), (1211, 2), (1270, 2), (1275, 3), (1416, 1), (1441, 1), (1447, 1), (1454, 6), (1494, 1), (1613, 1), (1619, 1), (1657, 1), (1658, 1), (1659, 1), (1660, 1), (1661, 2), (1662, 1), (1663, 1), (1664, 1), (1665, 2), (1666, 1), (1667, 1), (1668, 4), (1669, 1), (1670, 1), (1671, 1), (1672, 1), (1673, 1), (1674, 1), (1675, 1), (1676, 1), (1677, 1)]"
35,"[(103, 1), (104, 2), (198, 2), (222, 1), (295, 1), (559, 1), (642, 1), (673, 1), (762, 1), (789, 3), (813, 1), (833, 1), (961, 2), (962, 1), (1073, 2), (1401, 1), (1678, 1), (1679, 1), (1680, 1), (1681, 1), (1682, 1), (1683, 3), (1684, 1), (1685, 2), (1686, 1), (1687, 1), (1688, 2), (1689, 1), (1690, 1), (1691, 1)]"
36,"[(14, 1), (27, 1), (40, 1), (44, 2), (80, 1), (128, 1), (154, 1), (175, 1), (208, 1), (220, 1), (222, 1), (280, 1), (289, 1), (407, 1), (430, 1), (442, 1), (446, 1), (447, 1), (478, 1), (539, 1), (567, 1), (593, 1), (744, 1), (764, 1), (769, 1), (770, 1), (771, 1), (810, 1), (858, 1), (863, 1), (980, 1), (1029, 1), (1050, 1), (1064, 1), (1098, 1), (1132, 1), (1195, 1), (1205, 1), (1244, 1), (1373, 1), (1379, 1), (1408, 1), (1439, 1), (1520, 1), (1532, 1), (1534, 1), (1692, 1), (1693, 1), (1694, 1), (1695, 1), (1696, 1), (1697, 1), (1698, 1), (1699, 1), (1700, 1), (1701, 1), (1702, 1), (1703, 1), (1704, 1), (1705, 1), (1706, 1), (1707, 1), (1708, 1), (1709, 1), (1710, 1), (1711, 1), (1712, 1), (1713, 1), (1714, 1), (1715, 1), (1716, 1), (1717, 1), (1718, 1), (1719, 1), (1720, 1), (1721, 1), (1722, 1), (1723, 1), (1724, 1), (1725, 1), (1726, 1), (1727, 1), (1728, 1), (1729, 1), (1730, 1), (1731, 1), (1732, 1), (1733, 1), (1734, 1), (1735, 1), (1736, 1), (1737, 1)]"
37,"[(8, 1), (19, 1), (29, 1), (32, 2), (44, 2), (47, 3), (66, 1), (84, 1), (85, 3), (98, 1), (100, 1), (126, 1), (139, 1), (145, 2), (148, 1), (165, 2), (172, 1), (177, 2), (199, 1), (209, 1), (222, 1), (238, 1), (239, 1), (282, 1), (295, 1), (346, 1), (387, 1), (417, 1), (427, 1), (428, 1), (430, 2), (431, 1), (434, 2), (435, 1), (442, 1), (450, 1), (455, 1), (486, 1), (493, 1), (518, 1), (532, 2), (535, 2), (539, 1), (618, 1), (655, 1), (669, 2), (739, 2), (763, 1), (770, 2), (780, 1), (794, 1), (874, 1), (960, 1), (962, 1), (998, 1), (1016, 2), (1027, 1), (1046, 1), (1103, 1), (1128, 1), (1147, 1), (1229, 4), (1233, 3), (1249, 1), (1318, 1), (1330, 1), (1346, 1), (1387, 1), (1397, 2), (1426, 2), (1434, 1), (1440, 1), (1506, 1), (1513, 1), (1523, 2), (1534, 1), (1588, 1), (1709, 1), (1715, 1), (1720, 1), (1738, 1), (1739, 1), (1740, 1), (1741, 1), (1742, 1), (1743, 1), (1744, 1), (1745, 1), (1746, 1), (1747, 1), (1748, 1), (1749, 1), (1750, 1), (1751, 2), (1752, 2), (1753, 1), (1754, 1), (1755, 1), (1756, 1), (1757, 1), (1758, 1), (1759, 1), (1760, 3), (1761, 1), (1762, 1), (1763, 1), (1764, 1), (1765, 1), (1766, 1), (1767, 1), (1768, 1), (1769, 1), (1770, 1), (1771, 1), (1772, 1), (1773, 1), (1774, 1), (1775, 1), (1776, 1), (1777, 1), (1778, 1), (1779, 1), (1780, 1), (1781, 1), (1782, 1), (1783, 1), (1784, 1), (1785, 1), (1786, 1), (1787, 1), (1788, 1), (1789, 1), (1790, 1), (1791, 1), (1792, 1), (1793, 1), (1794, 1), (1795, 1), (1796, 1), (1797, 1), (1798, 1), (1799, 1), (1800, 1), (1801, 1), (1802, 1), (1803, 1), (1804, 1), (1805, 1), (1806, 1), (1807, 1)]"
38,"[(10, 2), (30, 2), (48, 2), (61, 1), (63, 1), (72, 3), (89, 1), (100, 1), (104, 1), (111, 1), (121, 2), (126, 1), (146, 1), (149, 1), (150, 3), (192, 2), (221, 1), (274, 1), (289, 3), (299, 1), (331, 1), (348, 1), (368, 1), (371, 1), (418, 1), (429, 1), (458, 1), (465, 1), (468, 2), (483, 1), (506, 3), (510, 1), (520, 1), (532, 1), (533, 2), (558, 1), (598, 1), (626, 1), (721, 1), (756, 1), (777, 1), (790, 1), (849, 1), (895, 1), (913, 7), (914, 1), (928, 2), (953, 1), (1044, 1), (1120, 1), (1175, 1), (1294, 1), (1308, 1), (1313, 2), (1515, 2), (1555, 1), (1670, 1), (1808, 1), (1809, 1), (1810, 1), (1811, 1), (1812, 1), (1813, 1), (1814, 1), (1815, 1), (1816, 1), (1817, 1), (1818, 1), (1819, 1), (1820, 1), (1821, 2), (1822, 1), (1823, 1), (1824, 1), (1825, 1), (1826, 2), (1827, 1), (1828, 1), (1829, 1), (1830, 1), (1831, 1), (1832, 1), (1833, 1), (1834, 2), (1835, 1), (1836, 1), (1837, 1), (1838, 1), (1839, 1), (1840, 1), (1841, 1), (1842, 1), (1843, 1), (1844, 1), (1845, 1), (1846, 1), (1847, 1), (1848, 1)]"
39,"[(44, 3), (80, 1), (85, 1), (100, 1), (104, 1), (140, 1), (166, 1), (175, 1), (177, 1), (210, 1), (220, 2), (251, 1), (274, 1), (418, 1), (433, 1), (442, 1), (475, 1), (543, 1), (558, 1), (634, 1), (644, 1), (686, 1), (689, 1), (720, 1), (721, 1), (739, 1), (744, 1), (841, 1), (902, 1), (951, 1), (1016, 1), (1029, 1), (1062, 1), (1172, 2), (1184, 1), (1204, 1), (1242, 1), (1254, 1), (1488, 1), (1536, 1), (1555, 1), (1698, 1), (1699, 1), (1755, 1), (1849, 1), (1850, 1), (1851, 1), (1852, 1), (1853, 1), (1854, 1), (1855, 1), (1856, 1), (1857, 1), (1858, 1), (1859, 1), (1860, 1), (1861, 1), (1862, 1), (1863, 1), (1864, 1), (1865, 1), (1866, 1), (1867, 1), (1868, 1), (1869, 1)]"
40,"[(32, 1), (44, 1), (45, 1), (66, 1), (86, 1), (115, 1), (126, 1), (148, 1), (155, 1), (163, 1), (166, 1), (178, 1), (220, 2), (272, 1), (292, 1), (389, 1), (438, 1), (439, 1), (440, 1), (502, 1), (689, 3), (739, 1), (749, 1), (793, 1), (810, 1), (901, 1), (906, 1), (913, 1), (934, 1), (969, 1), (1006, 1), (1007, 1), (1011, 1), (1029, 1), (1042, 1), (1073, 1), (1162, 1), (1176, 1), (1677, 1), (1868, 2), (1870, 1), (1871, 1), (1872, 1), (1873, 1), (1874, 1), (1875, 1), (1876, 1), (1877, 1), (1878, 1), (1879, 1), (1880, 1), (1881, 3), (1882, 1), (1883, 2), (1884, 1), (1885, 1), (1886, 1), (1887, 1), (1888, 1), (1889, 1), (1890, 1)]"
41,"[(47, 2), (75, 1), (94, 3), (104, 1), (143, 1), (146, 1), (155, 1), (166, 1), (175, 2), (177, 2), (178, 1), (251, 1), (284, 1), (309, 1), (422, 1), (433, 1), (513, 1), (567, 1), (610, 1), (713, 2), (744, 1), (785, 1), (795, 1), (829, 1), (858, 1), (888, 1), (971, 1), (1011, 1), (1042, 1), (1064, 1), (1078, 1), (1148, 1), (1191, 1), (1215, 1), (1472, 1), (1516, 2), (1777, 2), (1794, 1), (1813, 1), (1873, 1), (1891, 1), (1892, 1), (1893, 1), (1894, 1), (1895, 1), (1896, 2), (1897, 1), (1898, 1), (1899, 1), (1900, 1), (1901, 1), (1902, 1), (1903, 1), (1904, 1), (1905, 1), (1906, 1), (1907, 1), (1908, 1), (1909, 1), (1910, 2), (1911, 1), (1912, 1), (1913, 1), (1914, 1), (1915, 1), (1916, 1), (1917, 1), (1918, 1), (1919, 1), (1920, 1), (1921, 1), (1922, 1), (1923, 1), (1924, 1)]"
42,"[(31, 2), (47, 1), (53, 3), (65, 3), (72, 6), (77, 1), (104, 1), (120, 2), (156, 1), (169, 1), (176, 1), (177, 2), (196, 1), (271, 1), (390, 1), (438, 1), (439, 1), (494, 4), (598, 1), (617, 3), (659, 1), (789, 1), (836, 1), (841, 1), (849, 1), (857, 1), (865, 1), (902, 3), (962, 1), (1073, 1), (1075, 2), (1105, 1), (1186, 2), (1226, 1), (1288, 5), (1321, 1), (1408, 1), (1411, 2), (1532, 2), (1588, 2), (1607, 1), (1631, 1), (1686, 1), (1699, 2), (1887, 1), (1925, 1), (1926, 1), (1927, 1), (1928, 2), (1929, 1), (1930, 1), (1931, 2), (1932, 1), (1933, 1), (1934, 1), (1935, 1), (1936, 1), (1937, 1), (1938, 1), (1939, 2), (1940, 1), (1941, 1), (1942, 1), (1943, 1), (1944, 1), (1945, 1), (1946, 1), (1947, 1), (1948, 1), (1949, 1), (1950, 2), (1951, 3), (1952, 1), (1953, 1), (1954, 1), (1955, 4), (1956, 1), (1957, 6)]"
43,"[(5, 1), (12, 1), (29, 1), (45, 2), (48, 1), (66, 1), (79, 1), (85, 2), (93, 1), (106, 1), (120, 1), (126, 1), (139, 1), (163, 1), (182, 1), (196, 2), (197, 1), (216, 1), (246, 1), (288, 1), (295, 1), (368, 1), (497, 1), (503, 1), (506, 2), (630, 1), (647, 1), (687, 1), (758, 1), (1192, 1), (1346, 1), (1354, 1), (1414, 1), (1415, 1), (1422, 1), (1674, 1), (1910, 1), (1943, 1), (1958, 1), (1959, 1), (1960, 1), (1961, 1), (1962, 1), (1963, 1), (1964, 1), (1965, 5), (1966, 1), (1967, 1), (1968, 1), (1969, 1), (1970, 2), (1971, 1)]"
44,"[(19, 4), (31, 1), (35, 1), (53, 2), (69, 2), (104, 1), (106, 1), (169, 1), (178, 1), (239, 1), (249, 1), (295, 1), (422, 1), (429, 1), (432, 1), (478, 1), (481, 1), (494, 3), (515, 1), (517, 2), (535, 1), (582, 1), (591, 2), (608, 1), (713, 2), (720, 1), (744, 1), (745, 1), (762, 1), (763, 2), (770, 1), (813, 2), (820, 1), (829, 1), (849, 2), (905, 1), (921, 1), (998, 1), (1065, 1), (1073, 1), (1121, 1), (1149, 1), (1204, 1), (1242, 1), (1249, 1), (1263, 1), (1273, 1), (1408, 1), (1422, 1), (1430, 1), (1434, 1), (1534, 1), (1616, 1), (1686, 1), (1690, 2), (1697, 1), (1735, 1), (1764, 1), (1794, 1), (1805, 1), (1930, 1), (1952, 1), (1972, 1), (1973, 1), (1974, 1), (1975, 1), (1976, 2), (1977, 1), (1978, 1), (1979, 1), (1980, 1), (1981, 1), (1982, 1), (1983, 1), (1984, 1), (1985, 1), (1986, 1), (1987, 1), (1988, 1), (1989, 1), (1990, 1), (1991, 1), (1992, 1), (1993, 1), (1994, 1), (1995, 1), (1996, 1), (1997, 1), (1998, 1), (1999, 1), (2000, 1), (2001, 1), (2002, 2), (2003, 1), (2004, 1), (2005, 1), (2006, 1), (2007, 1), (2008, 1), (2009, 1), (2010, 1), (2011, 1), (2012, 1), (2013, 1), (2014, 1), (2015, 1), (2016, 1), (2017, 1)]"
45,"[(12, 2), (19, 1), (53, 1), (94, 1), (110, 1), (126, 1), (177, 1), (227, 1), (347, 2), (408, 1), (500, 1), (549, 2), (620, 1), (710, 1), (822, 1), (869, 1), (1122, 1), (1186, 1), (1205, 1), (1313, 1), (1397, 1), (1423, 1), (1681, 1), (1716, 3), (2018, 2), (2019, 1), (2020, 1), (2021, 2), (2022, 1), (2023, 1), (2024, 1), (2025, 1), (2026, 2), (2027, 1), (2028, 1), (2029, 1), (2030, 1), (2031, 1)]"
46,"[(19, 1), (29, 1), (45, 3), (48, 1), (100, 1), (123, 1), (128, 1), (140, 1), (143, 1), (150, 1), (165, 1), (182, 1), (208, 1), (333, 2), (418, 1), (516, 3), (620, 1), (680, 1), (740, 1), (848, 1), (902, 2), (999, 1), (1168, 1), (1229, 1), (1240, 1), (1252, 2), (1297, 2), (1318, 2), (1720, 1), (1868, 1), (2032, 1), (2033, 2), (2034, 1), (2035, 1), (2036, 3), (2037, 1), (2038, 1), (2039, 2), (2040, 2), (2041, 2), (2042, 1), (2043, 1), (2044, 2), (2045, 1), (2046, 1), (2047, 1), (2048, 3), (2049, 1), (2050, 3), (2051, 1), (2052, 1), (2053, 1), (2054, 2), (2055, 1), (2056, 1), (2057, 5), (2058, 3), (2059, 1), (2060, 1), (2061, 1), (2062, 2), (2063, 1), (2064, 2), (2065, 1), (2066, 1), (2067, 1), (2068, 1), (2069, 1), (2070, 1), (2071, 1), (2072, 1), (2073, 1), (2074, 1), (2075, 1), (2076, 1), (2077, 2), (2078, 1), (2079, 1), (2080, 3), (2081, 2), (2082, 2), (2083, 1), (2084, 2), (2085, 4), (2086, 1), (2087, 1), (2088, 1), (2089, 1), (2090, 1), (2091, 1), (2092, 2), (2093, 1), (2094, 1), (2095, 2), (2096, 1), (2097, 1), (2098, 1), (2099, 1), (2100, 1), (2101, 2), (2102, 1), (2103, 1), (2104, 4), (2105, 1), (2106, 1), (2107, 1), (2108, 1), (2109, 1)]"
